# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:TB                    10:EB                 
 1025       1.334550406618e-10       5.355887694689e-12       0.000000000000e+00       0.000000000000e+00      -7.712953782458e-12       0.000000000000e+00       5.463801563960e-15       3.193948435010e-16       2.382592053926e-16 
 1026       1.336049159635e-10       5.328947673753e-12       0.000000000000e+00       0.000000000000e+00      -7.860246074704e-12       0.000000000000e+00       5.443094129756e-15       3.093103006472e-16       2.371494828934e-16 
 1027       1.337684818603e-10       5.301376960237e-12       0.000000000000e+00       0.000000000000e+00      -8.005041601270e-12       0.000000000000e+00       5.422482475896e-15       2.994131729823e-16       2.360283662963e-16 
 1028       1.339454402228e-10       5.273187878048e-12       0.000000000000e+00       0.000000000000e+00      -8.147298618144e-12       0.000000000000e+00       5.401966154657e-15       2.897011826507e-16       2.348958059849e-16 
 1029       1.341354901335e-10       5.244392865538e-12       0.000000000000e+00       0.000000000000e+00      -8.286975153818e-12       0.000000000000e+00       5.381544709145e-15       2.801720267517e-16       2.337517522212e-16 
 1030       1.343383278795e-10       5.215004475799e-12       0.000000000000e+00       0.000000000000e+00      -8.424029008812e-12       0.000000000000e+00       5.361217673257e-15       2.708233772716e-16       2.325961551453e-16 
 1031       1.345536469458e-10       5.185035376948e-12       0.000000000000e+00       0.000000000000e+00      -8.558417755213e-12       0.000000000000e+00       5.340984571662e-15       2.616528810173e-16       2.314289647751e-16 
 1032       1.347811380077e-10       5.154498352425e-12       0.000000000000e+00       0.000000000000e+00      -8.690098736198e-12       0.000000000000e+00       5.320844919766e-15       2.526581595487e-16       2.302501310068e-16 
 1033       1.350204889240e-10       5.123406301280e-12       0.000000000000e+00       0.000000000000e+00      -8.819029065570e-12       0.000000000000e+00       5.300798223689e-15       2.438368091116e-16       2.290596036141e-16 
 1034       1.352713847295e-10       5.091772238470e-12       0.000000000000e+00       0.000000000000e+00      -8.945165627287e-12       0.000000000000e+00       5.280843980234e-15       2.351864005706e-16       2.278573322482e-16 
 1035       1.355335076280e-10       5.059609295145e-12       0.000000000000e+00       0.000000000000e+00      -9.068465074993e-12       0.000000000000e+00       5.260981676860e-15       2.267044793422e-16       2.266432664381e-16 
 1036       1.358065369854e-10       5.026930718944e-12       0.000000000000e+00       0.000000000000e+00      -9.188883831548e-12       0.000000000000e+00       5.241210791654e-15       2.183885653269e-16       2.254173555900e-16 
 1037       1.360901493220e-10       4.993749874283e-12       0.000000000000e+00       0.000000000000e+00      -9.306378088562e-12       0.000000000000e+00       5.221530793302e-15       2.102361528429e-16       2.241795489871e-16 
 1038       1.363840183058e-10       4.960080242651e-12       0.000000000000e+00       0.000000000000e+00      -9.420903805922e-12       0.000000000000e+00       5.201941141064e-15       2.022447105585e-16       2.229297957900e-16 
 1039       1.366878147452e-10       4.925935422899e-12       0.000000000000e+00       0.000000000000e+00      -9.532416711325e-12       0.000000000000e+00       5.182441284740e-15       1.944116814247e-16       2.216680450359e-16 
 1040       1.370012065818e-10       4.891329131531e-12       0.000000000000e+00       0.000000000000e+00      -9.640872299808e-12       0.000000000000e+00       5.163030664650e-15       1.867344826087e-16       2.203942456391e-16 
 1041       1.373238588832e-10       4.856275202998e-12       0.000000000000e+00       0.000000000000e+00      -9.746225833280e-12       0.000000000000e+00       5.143708711599e-15       1.792105054263e-16       2.191083463903e-16 
 1042       1.376554338360e-10       4.820787589990e-12       0.000000000000e+00       0.000000000000e+00      -9.848432340052e-12       0.000000000000e+00       5.124474846852e-15       1.718371152745e-16       2.178102959568e-16 
 1043       1.379955907386e-10       4.784880363722e-12       0.000000000000e+00       0.000000000000e+00      -9.947446614368e-12       0.000000000000e+00       5.105328482107e-15       1.646116515650e-16       2.165000428823e-16 
 1044       1.383439859939e-10       4.748567714236e-12       0.000000000000e+00       0.000000000000e+00      -1.004322321593e-11       0.000000000000e+00       5.086269019464e-15       1.575314276567e-16       2.151775355866e-16 
 1045       1.387002731023e-10       4.711863950682e-12       0.000000000000e+00       0.000000000000e+00      -1.013571646946e-11       0.000000000000e+00       5.067295851400e-15       1.505937307881e-16       2.138427223659e-16 
 1046       1.390641026544e-10       4.674783501618e-12       0.000000000000e+00       0.000000000000e+00      -1.022488046416e-11       0.000000000000e+00       5.048408360738e-15       1.437958220112e-16       2.124955513920e-16 
 1047       1.394351223241e-10       4.637340915295e-12       0.000000000000e+00       0.000000000000e+00      -1.031066905333e-11       0.000000000000e+00       5.029605920622e-15       1.371349361231e-16       2.111359707127e-16 
 1048       1.398129768612e-10       4.599550859956e-12       0.000000000000e+00       0.000000000000e+00      -1.039303585384e-11       0.000000000000e+00       5.010887894487e-15       1.306082815999e-16       2.097639282514e-16 
 1049       1.401973080843e-10       4.561428124120e-12       0.000000000000e+00       0.000000000000e+00      -1.047193424569e-11       0.000000000000e+00       4.992253636030e-15       1.242130405289e-16       2.083793718073e-16 
 1050       1.405877548735e-10       4.522987616879e-12       0.000000000000e+00       0.000000000000e+00      -1.054731737150e-11       0.000000000000e+00       4.973702489187e-15       1.179463685416e-16       2.069822490546e-16 
 1051       1.409839683644e-10       4.484244185245e-12       0.000000000000e+00       0.000000000000e+00      -1.061914777998e-11       0.000000000000e+00       4.955233858171e-15       1.118054810902e-16       2.055725198670e-16 
 1052       1.413856577735e-10       4.445212062822e-12       0.000000000000e+00       0.000000000000e+00      -1.068742650389e-11       0.000000000000e+00       4.936847418735e-15       1.057879137258e-16       2.041501934762e-16 
 1053       1.417925451952e-10       4.405905414051e-12       0.000000000000e+00       0.000000000000e+00      -1.075216438530e-11       0.000000000000e+00       4.918542909791e-15       9.989126530467e-17       2.027152918295e-16 
 1054       1.422043504535e-10       4.366338516725e-12       0.000000000000e+00       0.000000000000e+00      -1.081337246898e-11       0.000000000000e+00       4.900320063588e-15       9.411311191522e-17       2.012678373137e-16 
 1055       1.426207910965e-10       4.326525762266e-12       0.000000000000e+00       0.000000000000e+00      -1.087106200297e-11       0.000000000000e+00       4.882178605688e-15       8.845100682019e-17       1.998078527563e-16 
 1056       1.430415823908e-10       4.286481655996e-12       0.000000000000e+00       0.000000000000e+00      -1.092524443911e-11       0.000000000000e+00       4.864118254946e-15       8.290248039880e-17       1.983353614269e-16 
 1057       1.434664373163e-10       4.246220817407e-12       0.000000000000e+00       0.000000000000e+00      -1.097593143369e-11       0.000000000000e+00       4.846138723489e-15       7.746504008900e-17       1.968503870382e-16 
 1058       1.438950665599e-10       4.205757980434e-12       0.000000000000e+00       0.000000000000e+00      -1.102313484798e-11       0.000000000000e+00       4.828239716699e-15       7.213617032968e-17       1.953529537473e-16 
 1059       1.443271785112e-10       4.165107993725e-12       0.000000000000e+00       0.000000000000e+00      -1.106686674882e-11       0.000000000000e+00       4.810420933188e-15       6.691333250285e-17       1.938430861567e-16 
 1060       1.447624792557e-10       4.124285820918e-12       0.000000000000e+00       0.000000000000e+00      -1.110713940918e-11       0.000000000000e+00       4.792682064781e-15       6.179396487588e-17       1.923208093159e-16 
 1061       1.452006725705e-10       4.083306540907e-12       0.000000000000e+00       0.000000000000e+00      -1.114396530879e-11       0.000000000000e+00       4.775022796494e-15       5.677548254371e-17       1.907861487222e-16 
 1062       1.456414599177e-10       4.042185348117e-12       0.000000000000e+00       0.000000000000e+00      -1.117735713464e-11       0.000000000000e+00       4.757442806514e-15       5.185527737104e-17       1.892391303222e-16 
 1063       1.460845404397e-10       4.000937552774e-12       0.000000000000e+00       0.000000000000e+00      -1.120732778164e-11       0.000000000000e+00       4.739941766177e-15       4.703071793457e-17       1.876797805127e-16 
 1064       1.465296109534e-10       3.959578581180e-12       0.000000000000e+00       0.000000000000e+00      -1.123389035312e-11       0.000000000000e+00       4.722519339952e-15       4.229914946519e-17       1.861081261422e-16 
 1065       1.469763659446e-10       3.918123975981e-12       0.000000000000e+00       0.000000000000e+00      -1.125705816148e-11       0.000000000000e+00       4.705175185415e-15       3.765789379018e-17       1.845241945118e-16 
 1066       1.474244975626e-10       3.876589396443e-12       0.000000000000e+00       0.000000000000e+00      -1.127684472871e-11       0.000000000000e+00       4.687908953233e-15       3.310424927546e-17       1.829280133769e-16 
 1067       1.478736956147e-10       3.834990618719e-12       0.000000000000e+00       0.000000000000e+00      -1.129326378700e-11       0.000000000000e+00       4.670720287140e-15       2.863549076777e-17       1.813196109475e-16 
 1068       1.483236475607e-10       3.793343536125e-12       0.000000000000e+00       0.000000000000e+00      -1.130632927929e-11       0.000000000000e+00       4.653608823919e-15       2.424886953687e-17       1.796990158906e-16 
 1069       1.487740385073e-10       3.751664159410e-12       0.000000000000e+00       0.000000000000e+00      -1.131605535988e-11       0.000000000000e+00       4.636574193382e-15       1.994161321781e-17       1.780662573302e-16 
 1070       1.492245512028e-10       3.709968617029e-12       0.000000000000e+00       0.000000000000e+00      -1.132245639501e-11       0.000000000000e+00       4.619616018348e-15       1.571092575305e-17       1.764213648495e-16 
 1071       1.496748660313e-10       3.668273155413e-12       0.000000000000e+00       0.000000000000e+00      -1.132554696337e-11       0.000000000000e+00       4.602733914622e-15       1.155398733476e-17       1.747643684914e-16 
 1072       1.501246610073e-10       3.626594139243e-12       0.000000000000e+00       0.000000000000e+00      -1.132534185678e-11       0.000000000000e+00       4.585927490976e-15       7.467954346970e-18       1.730952987600e-16 
